LOCATION,TIME,Value
SVK,2014,29.82609558
SVK,2015,31.31299782
ESP,1981,9.8379488
ESP,1991,16.34611702
ESP,1992,22.49491882
ESP,1994,25.17707825
ESP,1995,26.60669136
ESP,1997,29.55701065
ESP,1998,31.18271446
ESP,1999,32.38198471
ESP,2000,33.97828293
ESP,2001,35.42757034
ESP,2002,37.48450851
ESP,2003,37.90205002
ESP,2004,38.99802017
ESP,2005,40.70353699
ESP,2006,40.32674026
ESP,2007,40.02524567
ESP,2008,40.0474472
ESP,2009,39.45872879
ESP,2010,40.31231689
ESP,2011,40.31149292
ESP,2012,40.38640594
ESP,2013,41.08959579
ESP,2014,41.47740173
ESP,2015,40.95977783
SWE,1981,23.56471062
SWE,1991,25.72823334
SWE,1992,26.54408646
SWE,1994,27.30639458
SWE,1995,28.58729744
SWE,1997,29.33768845
SWE,1998,30.72628593
SWE,1999,31.74013138
SWE,2000,33.639328
SWE,2001,36.8828392
SWE,2002,39.16904068
SWE,2003,40.43853378
SWE,2004,42.3021965
SWE,2005,37.28645325
SWE,2006,39.13111496
SWE,2007,39.95199966
SWE,2008,40.83150482
SWE,2009,42.35113144
SWE,2010,42.23126984
SWE,2011,42.86598969
SWE,2012,43.47386551
SWE,2013,44.81790543
SWE,2014,45.97812271
SWE,2015,46.40892792
CHE,1991,21.26163101
CHE,1992,21.26781654
CHE,1994,22.03106499
CHE,1995,21.50813103
CHE,1997,24.68022156
CHE,1998,24.96474266
CHE,1999,25.91996384
CHE,2000,25.57111168
CHE,2001,25.60820198
CHE,2002,26.70160103
CHE,2003,29.2364254
CHE,2004,30.41442108
CHE,2005,31.03823662
CHE,2006,32.22909546
CHE,2007,35.02264786
CHE,2008,38.48261642
CHE,2009,39.97976685
CHE,2010,40.05078125
CHE,2011,39.80978394
CHE,2012,40.64222717
CHE,2013,43.20105743
CHE,2014,45.99786377
CHE,2015,48.60614014
TUR,1991,6.14711189
TUR,1992,5.59664249
TUR,1994,6.57809877
TUR,1995,7.54368591
TUR,1997,7.32248926
TUR,1998,7.83933115
TUR,1999,8.71341419
TUR,2000,8.88023758
TUR,2001,9.14352894
TUR,2002,10.49194622
TUR,2003,11.3894062
TUR,2004,11.48148155
TUR,2005,12.50808907
TUR,2006,13.45962143
TUR,2007,14.19950294
TUR,2008,15.46310806
TUR,2009,16.63940811
TUR,2010,17.44738579
TUR,2011,18.87298012
TUR,2012,20.99826431
TUR,2013,22.45668793
TUR,2014,24.79338837
TUR,2015,27.51744843
GBR,1997,24.68122482
GBR,1998,25.98814011
GBR,1999,27.68188858
GBR,2000,28.90167427
GBR,2001,30.06669426
GBR,2002,31.41048813
GBR,2003,33.32169342
GBR,2004,34.89714432
GBR,2005,35.34537888
GBR,2006,41.82970047
GBR,2007,43.08427048
GBR,2008,43.33786774
GBR,2009,45.28374863
GBR,2010,46.04690552
GBR,2011,46.91078186
GBR,2012,47.86084747
GBR,2013,48.31357956
GBR,2014,49.18598175
GBR,2015,49.18270111
USA,1992,30.16017532
USA,1993,31.72653389
USA,1994,31.95821762
USA,1995,33.59947205
USA,1996,35.15793228
